trip_id,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,flight_distance_km
541357-7bf794d0463640cf906c42397d5430bb,BUF,los angeles,LAX,1,TRUE,2023/9/18 21:00,2023/10/17 21:00,0,United Airlines,33.942,-118.408,623.41,3561.138565
542937-8c4c145e32f4416cad76f563d36f0cfa,EFD,louisville,LOU,1,TRUE,2023/2/5 7:00,2023/2/7 7:00,1,American Airlines,38.228,-85.664,256.13,1297.149819
542937-01ea9db6a9514f77a740f6b4b1bde703,EFD,austin,AUS,1,TRUE,2023/3/9 12:00,2023/3/12 12:00,1,JetBlue Airways,30.194,-97.67,46.84,250.6850525
542937-2726e9d8dc714c5bab0441fe636d672e,EFD,san antonio,RND,1,TRUE,2023/1/26 7:00,2023/1/29 7:00,0,United Airlines,29.529,-98.279,56.24,301.8634455
542937-71dbce387eca474594d6c3b08aeaf4e9,EFD,new york,JFK,3,TRUE,2023/2/15 15:00,2023/2/21 15:00,0,Finnair,40.64,-73.779,1302.94,2289.597003
542937-eb1e770577b741d6817f44ebf2374e65,EFD,boston,BOS,1,TRUE,2023/4/6 16:00,2023/4/10 16:00,0,Delta Air Lines,42.364,-71.005,495.48,2580.747369
543081-1cb088a345394241ab4464aa03ed32a1,LOU,san francisco,SFO,4,TRUE,2023/5/29 9:00,2023/6/3 9:00,0,Allegiant Air,37.619,-122.375,2186.79,3199.440677
543081-94d01ded19d7449e88e0e50470e39afb,LOU,montreal,YMX,1,TRUE,2023/2/28 9:00,2023/3/4 9:00,1,American Airlines,45.517,-73.417,214.91,1295.650983
543081-e1a39f6bace34b06b87081976cce37c7,LOU,denver,DEN,1,TRUE,2023/1/30 7:00,2023/2/3 7:00,0,Southwest Airlines,39.858,-104.667,305.74,1647.969477
543081-948b72ccbf9e41f4a4d1b0f46ea8869a,LOU,detroit,DTW,1,TRUE,2023/4/16 15:00,2023/4/19 15:00,0,Delta Air Lines,42.409,-83.01,85.97,516.4227445
543618-c3fe685b431e435ea9a9a1cba800be16,BFI,columbus,LCK,1,TRUE,2023/2/3 7:00,2023/2/4 7:00,1,Allegiant Air,39.998,-82.892,421.73,3235.924578
543716-a5615c8bf444421ea1a64ca48eeea627,PNE,seattle,SEA,1,TRUE,2023/1/29 13:00,2023/2/1 13:00,1,Southwest Airlines,47.53,-122.302,639.88,3822.379946
543716-cefacd82315843a1a083e1bb070e1e11,PNE,edmonton,YXD,1,TRUE,2023/4/12 12:00,2023/4/14 12:00,1,Ryanair,53.667,-113.467,565.67,3236.830851
543716-e1a3222753c74b07896c070f1b16af9d,PNE,montreal,YMX,2,TRUE,2023/5/15 16:00,2023/5/17 16:00,1,Ryanair,45.517,-73.417,208.6,618.1420205
543716-f1a368856d75415a9f76714972d2441f,PNE,los angeles,LAX,1,TRUE,2023/3/18 7:00,2023/3/26 7:00,1,Alaska Airlines,33.942,-118.408,662.89,3874.262154
543778-562fbfc65c7d4e90bf951a87b9033127,JFK,los angeles,LAX,1,TRUE,2023/4/16 12:00,2023/4/21 12:00,0,United Airlines,33.942,-118.408,753.93,3974.209843
543778-cdc9bc67fc074436ba74c4bdacaf59ad,JFK,fort worth,FTW,1,TRUE,2023/2/19 7:00,2023/2/20 7:00,0,American Airlines,32.82,-97.362,394.82,2265.463532
543778-f5591089f3c04a4499680274f155f05d,JFK,chicago,MDW,1,FALSE,2023/5/30 13:00,,1,AirTran Airways,41.786,-87.752,108.82,1174.423089
543928-e527675966fb4bd2aa0e129d4fd3a46d,EFD,columbus,LCK,1,TRUE,2023/1/30 16:00,2023/2/6 16:00,1,Allegiant Air,39.998,-82.892,263.66,1606.077769
543928-fc997897daf541f2a5576141b93fbf3c,EFD,san diego,NZY,1,TRUE,2023/3/24 7:00,2023/3/28 7:00,0,Ryanair,32.699,-117.215,362.74,2122.82217
543976-df5c03d530cc416ea3b36f763f0fa07f,MDW,washington,DCA,1,TRUE,2023/7/17 16:00,2023/7/19 16:00,1,Allegiant Air,38.852,-77.037,168.76,964.4168791
543976-df5c03d530cc416ea3b36f763f0fa07f,MDW,washington,DCA,1,TRUE,2023/7/17 16:00,2023/7/19 16:00,1,Allegiant Air,38.852,-77.037,168.76,964.4168791
543976-492599c09e584ac583e8e57a18911587,MDW,boston,BOS,1,TRUE,2023/3/22 13:00,2023/3/25 13:00,1,JetBlue Airways,42.364,-71.005,282.92,1381.495045
543976-269506c7ba5b430294887f671b029cb5,MDW,toronto,YZD,1,TRUE,2023/4/27 9:00,2023/5/1 9:00,1,Ryanair,43.862,-79.37,127.7,721.1271185
544868-a7900a7a90ba4161b091ed808dbdcba8,CMH,phoenix,LUF,1,TRUE,2023/1/29 9:00,2023/2/1 9:00,0,United Airlines,33.535,-112.383,517.06,2709.674858
544868-d1a6660592404872ab885e7d9199667e,CMH,las vegas,LAS,1,TRUE,2023/3/20 12:00,2023/3/22 12:00,0,AirTran Airways,36.08,-115.152,473.38,2842.785768
545132-1b4b4d1147834f2b954eb0c9c585fdef,DEN,chicago,MDW,1,TRUE,2023/2/13 7:00,2023/2/15 7:00,0,AirTran Airways,41.786,-87.752,255.02,1436.976684
545939-f0d1fafc072b4f63abb4c7ed6e4c12dd,PHF,new york,LGA,1,TRUE,2023/3/24 7:00,2023/3/28 7:00,1,Delta Air Lines,40.64,-73.779,85.44,455.2826574
545939-ee5f3be5d27a43918957d3c1f2cfecde,PHF,calgary,YYC,1,TRUE,2023/2/20 7:00,2023/2/22 7:00,1,Air Canada,51.114,-114.02,609.77,3325.920206
545939-69708f5c0b7f46b79b4092052090cf4c,PHF,phoenix,PHX,1,TRUE,2023/3/6 7:00,2023/3/9 7:00,0,Allegiant Air,33.535,-112.383,586.39,3260.704351
545939-9e1e8ada20f544c78b34c97dd88a7063,PHF,new york,JFK,1,TRUE,2023/1/28 7:00,2023/1/30 7:00,0,KLM Royal Dutch Airlines,40.64,-73.779,84.86,455.2826574
545958-756b262f3c4c4a4e977426e0c7a25ba4,IAH,montreal,YHU,1,FALSE,2023/5/20 12:00,,0,Delta Air Lines,45.517,-73.417,230.74,2572.726023
546529-796003439ded4b0abfd50c36d24e43aa,LAS,philadelphia,PHL,2,TRUE,2024/3/13 9:00,2024/3/26 9:00,1,American Airlines,39.872,-75.241,1359.2,3494.424779
546529-b439bc8f39324d6bb429e422185bc5f9,LAS,indianapolis,IND,1,TRUE,2023/2/16 16:00,2023/2/19 16:00,1,AeroM??xico,39.717,-86.294,450.88,2552.897876
546529-4c9f27288357454e8df1a8282914c96e,LAS,toronto,YKZ,1,TRUE,2023/1/31 10:00,2023/2/3 10:00,1,United Airlines,43.862,-79.37,578.66,3142.463946
546529-4c9f27288357454e8df1a8282914c96e,LAS,toronto,YKZ,1,TRUE,2023/1/31 10:00,2023/2/3 10:00,1,United Airlines,43.862,-79.37,578.66,3142.463946
546529-d278c18335b44a32a2e4c86331c7525d,LAS,new york,LGA,1,TRUE,2023/3/26 7:00,2023/3/27 7:00,1,JetBlue Airways,40.64,-73.779,723.15,3609.275964
546740-18333cd0668946948e69c4bee7177803,JFK,san diego,NZY,1,TRUE,2023/2/3 14:00,2023/2/8 14:00,1,Ryanair,32.699,-117.215,428.4,3931.800943
546740-a84ea378f7c14536b3dac4a0947199f7,JFK,seattle,SEA,1,TRUE,2023/2/19 8:00,2023/2/20 8:00,1,AirTran Airways,47.53,-122.302,719.5,3885.003049
547779-2840dd83c13a4c6fb1cb8f21ae3258b0,LAX,san francisco,SFO,1,TRUE,2023/2/15 9:00,2023/2/20 9:00,1,Southwest Airlines,37.619,-122.375,103.25,543.2317983
547779-6621b52ac0e24739ba328a35f530547b,LAX,houston,HOU,1,TRUE,2023/6/6 7:00,2023/6/11 7:00,1,AirTran Airways,29.607,-95.159,411.9,2244.728351
547779-7d90ea0235034ada9f973af1032ba09d,LAX,dallas,DAL,2,TRUE,2023/1/30 10:00,2023/2/5 10:00,1,Virgin Atlantic Airways,32.847,-96.852,720.38,2001.216407
547857-734583ce561d45d5b3565d8dfe4d8ecd,JFK,los angeles,LAX,1,TRUE,2023/7/13 7:00,2023/7/16 7:00,1,American Airlines,33.942,-118.408,605.2,3974.209843
547966-4c337476c4444c8c9b5109414129d9c0,ICT,houston,IAH,2,TRUE,2023/2/5 16:00,2023/2/14 16:00,1,United Airlines,29.607,-95.159,335.13,918.6954971
548853-e8f2af03027544e9afff38bf2e371bce,YQB,boston,BOS,1,TRUE,2023/1/30 10:00,2023/2/3 10:00,1,JetBlue Airways,42.364,-71.005,89.91,492.9083203
548853-2a2e4eabde874187be0ed59d43dffb54,YQB,winnipeg,YWG,3,TRUE,2023/4/1 10:00,2023/4/2 10:00,1,WestJet,50.056,-97.032,1071.07,1916.257547
549361-f1e8da2d170a47ccae176c3680c16aaf,JFK,montreal,YUL,1,TRUE,2023/1/29 12:00,2023/2/3 12:00,1,American Airlines,45.517,-73.417,101.13,543.0923381
549361-fef251e7188d4e728839b300702b342a,JFK,washington,DCA,2,TRUE,2023/2/17 13:00,2023/2/20 13:00,1,American Airlines,38.852,-77.037,120.78,342.181909
549361-c0075a25a85744f0ab7bbb72c62d8c2e,JFK,houston,IAH,1,TRUE,2023/6/9 13:00,2023/6/18 13:00,1,United Airlines,29.607,-95.159,436.69,2289.597003
549361-88a9845db86a4a0a85510568a923d2ca,JFK,las vegas,LSV,1,TRUE,2023/7/3 11:00,2023/7/7 11:00,1,United Airlines,36.08,-115.152,621.54,3609.275964
549579-031706a586d24da68fc0dcfce15a6469,STL,toronto,YZD,1,TRUE,2023/2/2 14:00,2023/2/6 14:00,0,Ryanair,43.862,-79.37,183.7,1078.471867
549710-fc207db679834e1db3217a81c739c932,LAX,toronto,YKZ,1,TRUE,2023/1/31 14:00,2023/2/5 14:00,1,Ryanair,43.862,-79.37,612.09,3516.533724
549710-12084d6718464235a2b71f1731d28343,LAX,chicago,MDW,1,TRUE,2023/6/14 10:00,2023/6/17 10:00,0,Frontier Airlines,41.786,-87.752,533.69,2811.59205
549710-43beb76c1b7c479b8ac9e43965f491d1,LAX,chicago,ORD,1,TRUE,2023/5/7 7:00,2023/5/11 7:00,1,United Airlines,41.786,-87.752,545.9,2811.59205
549710-472ed4fdc5414334b73808ccc25cffdf,LAX,chicago,ORD,1,TRUE,2023/7/12 14:00,2023/7/19 14:00,0,American Airlines,41.786,-87.752,531.04,2811.59205
550455-bbd55c4b9b554b6f8049ea7cb4f7b958,NZC,seattle,BFI,1,TRUE,2023/2/15 16:00,2023/2/18 16:00,0,Kenmore Air,47.53,-122.302,715.94,3933.286291
551549-bd28282aafd14a3286882200851df4fe,YTZ,el paso,BIF,1,TRUE,2023/3/12 7:00,2023/3/13 7:00,0,American Airlines,31.849,-106.38,491.44,2692.668204
551549-7eac70fddd4145dc9c50b960d9a2be63,YTZ,chicago,MDW,1,FALSE,2023/2/24 8:00,,0,Southwest Airlines,41.786,-87.752,61.61,712.4316043
551549-15f28ab557cf4d179cfa1fb3ce6dca4c,YTZ,quebec,YQB,1,TRUE,2023/4/7 7:00,2023/4/9 7:00,0,Air Transat,46.788,-71.398,129.84,717.9241631
551615-5d98bf1daafd4629ace8fdf6c7fb7cd6,OFF,san antonio,RND,1,TRUE,2023/3/10 13:00,2023/3/12 13:00,0,United Airlines,29.529,-98.279,235.86,1306.241534
551620-b5a9dcda16ac4f01a887e03e49e4105c,UGN,san diego,NZY,1,TRUE,2023/2/2 14:00,2023/2/6 14:00,0,United Airlines,32.699,-117.215,533.3,2785.792971
551620-36b3e88f53824748a54f43d25e03a839,UGN,new york,LGA,1,TRUE,2023/7/1 7:00,2023/7/5 7:00,0,Delta Air Lines,40.64,-73.779,201.35,1187.951742
551622-54bfd9450d2a45eb971dde04950753c2,SKF,amsterdam,AMS,1,TRUE,2023/9/22 15:00,2023/10/5 15:00,0,Georgian Airways,52.309,4.764,1425.9,8296.80811
551622-54bfd9450d2a45eb971dde04950753c2,SKF,amsterdam,AMS,1,TRUE,2023/9/22 15:00,2023/10/5 15:00,0,Georgian Airways,52.309,4.764,1425.9,8296.80811
551662-ef5fd6c6b1f94817b739172c16273c13,SAN,columbus,LCK,1,TRUE,2023/5/15 7:00,2023/5/19 7:00,0,Allegiant Air,39.998,-82.892,519.88,3154.217614
552192-7a69bd4b0c844727a7129640447addbd,LAX,calgary,YYC,1,TRUE,2023/2/3 12:00,2023/2/6 12:00,0,Air Canada,51.114,-114.02,372.85,1942.110292
552192-598b94a3461f49f89e8b57ae1f882457,LAX,new york,JFK,2,TRUE,2023/2/24 9:00,2023/2/26 9:00,2,American Airlines,40.64,-73.779,1319.95,3974.209843
552192-911caeb96f6747de85376fb03e9539a4,LAX,el paso,ELP,1,TRUE,2023/6/21 7:00,2023/6/23 7:00,0,Allegiant Air,31.849,-106.38,190.62,1146.135333
552192-30ebb52fe27f411799e7b45225400564,LAX,new york,LGA,1,FALSE,2023/3/22 7:00,,1,Delta Air Lines,40.64,-73.779,372.09,3974.209843
552209-748e9f6a8a774713aca825a47f8c2ce5,IND,baltimore,BWI,3,TRUE,2023/2/4 16:00,2023/2/6 16:00,1,Southwest Airlines,39.175,-76.668,419.65,828.3521875
552345-8daf20225d91466fba925f4f938765c6,SJC,louisville,LOU,1,TRUE,2023/6/8 11:00,2023/6/11 11:00,1,American Airlines,38.228,-85.664,513.75,3167.434724
552345-575730c51b224a8492ae2b08b37598de,SJC,jacksonville,NIP,1,TRUE,2023/2/12 7:00,2023/2/14 7:00,0,American Airlines,30.494,-81.688,670.97,3761.228062
552345-eb215875bc2745f09e809d8b0ec1ce6e,SJC,new york,LGA,2,TRUE,2023/1/31 8:00,2023/2/2 8:00,0,American Airlines,40.64,-73.779,1733.33,4124.793561
552372-2f368fc70b004070baf1d9e20190fc43,YOW,chicago,UGN,1,TRUE,2023/2/22 9:00,2023/2/24 9:00,1,Ryanair,41.786,-87.752,183.73,1048.810891
552372-eafe671b4bd54716b7795e5e07305ab9,YOW,jacksonville,LRF,1,TRUE,2023/5/26 7:00,2023/5/27 7:00,0,Delta Air Lines,30.494,-81.688,296.2,1730.100016
552473-969da27a412a4e9ba4e8f04adc52e30d,YUL,fresno,FAT,1,TRUE,2023/3/1 15:00,2023/3/4 15:00,0,United Airlines,36.776,-119.718,760.46,3913.937166
552473-73553a6cb03c413ba8a024f38ecad133,YUL,los angeles,LSQ,1,TRUE,2023/2/3 13:00,2023/2/5 13:00,1,United Airlines,33.942,-118.408,674.68,3972.634513
552473-2fcb55544f7740c5ad7c8163867db86c,YUL,san francisco,SFO,1,TRUE,2023/4/17 11:00,2023/4/19 11:00,0,American Airlines,37.619,-122.375,752.95,4075.859062
552487-487e4b8aa8b24ef1b67cfa1f48358c6e,NBG,las vegas,LAS,1,TRUE,2023/3/16 13:00,2023/3/19 13:00,0,AirTran Airways,36.08,-115.152,476.52,2436.671938
553231-61b19095ae97453885dd018662ae9e8e,MKE,chicago,MDW,1,TRUE,2023/6/4 14:00,2023/6/6 14:00,0,AirTran Airways,41.786,-87.752,24.24,129.6381872
553231-d23e8151cc5846c99906154f0c51c8eb,MKE,los angeles,LSQ,3,FALSE,2023/6/27 7:00,,2,American Airlines,33.942,-118.408,670.64,2820.661759
553231-9ee2020c88a4408791616954cca21163,MKE,chicago,UGN,1,TRUE,2023/3/16 7:00,2023/3/21 7:00,0,Ryanair,41.786,-87.752,20.42,129.6381872
553938-a9e8ca3606de41948a9e20f17b2fc2f6,OAK,quebec,YQB,1,TRUE,2023/1/31 8:00,2023/2/3 8:00,0,Air Transat,46.788,-71.398,767.78,4225.059261
553938-1a26345b60b647729986b42e01cbcae0,OAK,denver,DEN,1,TRUE,2023/3/5 14:00,2023/3/11 14:00,2,United Airlines,39.858,-104.667,283.63,1537.295053
553967-c3a5251721b34ec4be57ff8379a582c4,LUF,chicago,MDW,1,TRUE,2023/5/21 14:00,2023/5/26 14:00,1,AirTran Airways,41.786,-87.752,398.28,2343.67831
553967-c3a5251721b34ec4be57ff8379a582c4,LUF,chicago,MDW,1,TRUE,2023/5/21 14:00,2023/5/26 14:00,1,AirTran Airways,41.786,-87.752,398.28,2343.67831
553967-5f212dc87764461cb32c151f7413e4f5,LUF,houston,EFD,1,TRUE,2023/2/6 7:00,2023/2/9 7:00,0,United Airlines,29.607,-95.159,284.87,1686.900878
553967-633f37f24bf74033a082f03b730faf55,LUF,philadelphia,PNE,1,TRUE,2023/3/31 7:00,2023/4/5 7:00,0,Ryanair,39.872,-75.241,557.32,3360.108638
553985-762dd6b6f2874d2cb46469707a9bcf81,SJC,tucson,TUS,1,TRUE,2023/4/7 15:00,2023/4/11 15:00,1,American Airlines,32.166,-110.883,210.61,1161.555719
553985-762dd6b6f2874d2cb46469707a9bcf81,SJC,tucson,TUS,1,TRUE,2023/4/7 15:00,2023/4/11 15:00,1,American Airlines,32.166,-110.883,210.61,1161.555719
553985-f7cc6eb7420340ff83c9571c1c31ce0b,SJC,vancouver,YVR,1,TRUE,2023/2/20 11:00,2023/2/24 11:00,0,Air Canada,49.195,-123.182,260.03,1319.622703
553985-1e2fa88f152e40aaa569ac6dacd04a03,SJC,washington,DCA,1,TRUE,2023/2/7 13:00,2023/2/12 13:00,0,American Airlines,38.852,-77.037,663.37,3891.385725
554670-89b39712f00a43bfafdab42c6310ce08,AUS,new york,LGA,1,TRUE,2023/3/12 9:00,2023/3/12 9:00,1,Southwest Airlines,40.64,-73.779,448.2,2445.503081
554670-88878d25348248d7af486636e8909a2d,AUS,boston,BOS,1,TRUE,2023/2/16 16:00,2023/2/21 16:00,0,JetBlue Airways,42.364,-71.005,499.08,2729.743878
554922-49ab1915bdd94a10ba1db23c5b7d1e8c,INT,san antonio,SVZ,1,TRUE,2023/2/3 7:00,2023/2/8 7:00,0,Conviasa,29.529,-98.279,327.51,1836.231173
555499-50f1de30bf6b4d26abf8032fed808a96,YMX,san francisco,SFO,1,TRUE,2023/7/18 15:00,2023/7/26 15:00,2,United Airlines,37.619,-122.375,741.44,4050.681917
555499-3fe996f065214a90923f865e6b590b4c,YMX,oklahoma city,OKC,1,TRUE,2023/3/23 10:00,2023/3/26 10:00,1,American Airlines,35.393,-97.601,410.34,2283.697668
555499-5b11eacd6ba941c8b9f6438669d38e8b,YMX,indianapolis,IND,1,TRUE,2023/3/10 16:00,2023/3/14 16:00,1,Southwest Airlines,39.717,-86.294,210.77,1199.015923
556622-812cd6f4037841d3ab3efa843eef6ba7,LAX,phoenix,LUF,1,TRUE,2023/7/22 7:00,2023/7/26 7:00,1,Ryanair,33.535,-112.383,86.14,558.8707141
556622-dfa9eb511064478fbc7efc3a6b703e4c,LAX,san antonio,RND,1,TRUE,2023/7/4 7:00,2023/7/6 7:00,0,Delta Air Lines,29.529,-98.279,300.68,1962.194382
556622-47d1e6956dee411cb1e5bc3a0c716c5d,LAX,louisville,LOU,3,TRUE,2023/4/18 7:00,2023/4/22 7:00,1,Ryanair,38.228,-85.664,1535.37,2965.012842
556622-13432ea494e3407ba2ea92473ec1a3d8,LAX,detroit,YIP,1,TRUE,2023/2/16 12:00,2023/2/20 12:00,0,Ryanair,42.409,-83.01,478.72,3208.155756
486270-71cdcd004e70403bad96ed7d56b6556f,YYJ,philadelphia,PNE,1,TRUE,2023/3/9 8:00,2023/3/11 8:00,1,Ryanair,39.872,-75.241,657.27,3890.150608
486270-be0069bcc9754d15a8573de6562974da,YYJ,dallas,DAL,1,TRUE,2023/5/3 7:00,2023/5/7 7:00,0,Southwest Airlines,32.847,-96.852,468.74,2820.723308
486447-b3eb0c97047d4817abf5955e358f90f1,LGA,paris,LBG,1,FALSE,2024/2/20 18:00,,0,American Airlines,48.969,2.441,544.41,5825.307635
486447-b3eb0c97047d4817abf5955e358f90f1,LGA,paris,LBG,1,FALSE,2024/2/20 18:00,,0,American Airlines,48.969,2.441,544.41,5825.307635
487680-0923f8d51a7645e7a6a9597533ce1e76,YHU,vancouver,YVR,2,TRUE,2023/2/14 10:00,2023/2/18 10:00,0,Air Canada,49.195,-123.182,1153.29,3702.757959
487680-5bcff61b6b5e47a2ba962a39c90dff49,YHU,los angeles,LSQ,1,TRUE,2023/6/19 13:00,2023/6/22 13:00,1,Delta Air Lines,33.942,-118.408,704.64,3998.12267
487680-95f84d5194254e73b7a0736129be5462,YHU,houston,IAH,1,TRUE,2023/1/24 7:00,2023/1/28 7:00,0,American Airlines,29.607,-95.159,444.47,2592.313092
487680-95f84d5194254e73b7a0736129be5462,YHU,houston,IAH,1,TRUE,2023/1/24 7:00,2023/1/28 7:00,0,American Airlines,29.607,-95.159,444.47,2592.313092
488430-d05277172d504096bacbb6550472d6c8,AUS,shenzhen,SZX,1,TRUE,2023/10/9 19:00,2023/10/22 19:00,0,Hainan Airlines,22.639,113.812,2466.97,13246.10479
488430-d05277172d504096bacbb6550472d6c8,AUS,shenzhen,SZX,1,TRUE,2023/10/9 19:00,2023/10/22 19:00,0,Hainan Airlines,22.639,113.812,2466.97,13246.10479
490040-9a998828c1df468f85354ce15de6da2f,RIV,chicago,UGN,1,TRUE,2023/1/18 10:00,2023/1/21 10:00,0,Delta Air Lines,41.786,-87.752,479.3,2720.500227
490040-51c1b71d8d0d48b3b7b21226376423e2,RIV,ottawa,YOW,3,TRUE,2023/2/2 12:00,2023/2/7 12:00,0,First Air,45.323,-75.669,2076.28,3735.490142
490040-f7e1dba3f6764947a159e2a9200dc1db,RIV,philadelphia,PHL,1,TRUE,2023/7/13 10:00,2023/7/17 10:00,0,Allegiant Air,39.872,-75.241,639.38,3761.108703
490358-fe8ebf6c97784768a35e4a7aaa08c407,LAS,jacksonville,NIP,1,TRUE,2023/1/12 14:00,2023/1/14 14:00,2,Delta Air Lines,30.494,-81.688,543.95,3155.780889
490358-e4cc4b54de9a406ba50abb62be6d9842,LAS,jacksonville,NZC,1,TRUE,2023/5/10 12:00,2023/5/17 12:00,1,Delta Air Lines,30.494,-81.688,589.3,3155.780889
490671-db665509e38f4c3b947f834c48e5a8a4,IND,chicago,ORD,1,TRUE,2023/3/14 7:00,2023/3/20 7:00,2,British Airways,41.786,-87.752,48.72,260.7808122
490671-ac5b0702d1e748adad5d040d8c092ccd,IND,houston,IAH,1,TRUE,2023/2/12 8:00,2023/2/20 8:00,1,Emirates,29.607,-95.159,249.93,1384.407862
490671-56ff72f57b1d4147be4d4b9b893a8fc1,IND,detroit,YIP,1,TRUE,2023/6/26 8:00,2023/6/30 8:00,0,United Airlines,42.409,-83.01,75.65,406.6374793
490671-6435433cfd0943dfa67760d1e0bbff43,IND,fort worth,FTW,1,FALSE,2023/4/5 16:00,,1,American Airlines,32.82,-97.362,122.47,1252.416971
491266-b89264847dbf46529586efcef825bc91,SMF,san antonio,SKF,1,TRUE,2023/1/18 10:00,2023/1/21 10:00,0,Delta Air Lines,29.529,-98.279,407.86,2366.697392
491266-331e2332245240f5a492a3ba7d4eacd3,SMF,calgary,YYC,2,TRUE,2023/2/8 8:00,2023/2/13 8:00,2,Air Canada,51.114,-114.02,536.46,1502.230022
491266-4a0b8c8aab79415d94a769d8dba734d0,SMF,baltimore,BWI,1,TRUE,2023/3/4 7:00,2023/3/7 7:00,1,Southwest Airlines,39.175,-76.668,754.94,3845.226242
491597-813726e1502d4d5ca54c77613fbfe7cd,OMA,chicago,ORD,3,TRUE,2023/1/13 13:00,2023/1/15 13:00,1,American Airlines,41.786,-87.752,369.98,679.4823996
491597-099f86741af144d4af5768ade6e6603f,OMA,toronto,YZD,2,TRUE,2023/6/24 16:00,2023/6/27 16:00,1,Delta Air Lines,43.862,-79.37,533.07,1380.008701
492211-1b49b535685f45e2ad8dd62184c5831a,TUS,los angeles,LSQ,1,TRUE,2023/3/5 15:00,2023/3/12 15:00,0,United Airlines,33.942,-118.408,140.85,724.915316
492999-fb2f41f588d4491697339c214cdeeddf,LAX,baltimore,BWI,1,TRUE,2023/1/26 7:00,2023/1/28 7:00,0,Southwest Airlines,39.175,-76.668,646.3,3739.962691
494590-0950dd142e8d405eba06af6cef734d7e,IAH,austin,AUS,1,TRUE,2023/3/24 7:00,2023/3/31 7:00,2,Alaska Airlines,30.194,-97.67,41.26,225.4317868
494590-227c2eca1c894b64b46706ebc3b18e1e,IAH,los angeles,LAX,1,FALSE,2023/3/10 9:00,,0,Qantas,33.942,-118.408,197.58,2215.344176
494590-c0e7202896dc4bd6b5bc54e66e860d25,IAH,new york,JFK,1,TRUE,2023/1/24 7:00,2023/1/27 7:00,1,American Airlines,40.64,-73.779,374.9,2278.084948
498199-b192c91265a949aabd27879a2c95e269,MCI,washington,DCA,1,TRUE,2023/1/26 16:00,2023/1/30 16:00,0,Delta Air Lines,38.852,-77.037,261.57,1524.317369
498199-f572e4586ca448ff8524b7627452f539,MCI,toronto,YKZ,1,TRUE,2023/6/17 13:00,2023/6/21 13:00,0,United Airlines,43.862,-79.37,233.15,1370.895497
498363-9e2b9b11547049dc98172a9db9961161,YXU,detroit,DTW,2,TRUE,2023/4/8 10:00,2023/4/10 10:00,0,Delta Air Lines,42.409,-83.01,58.19,166.8716818
498363-f4dabb86601b472fbbf84315dcc69f0c,YXU,austin,AUS,1,FALSE,2023/3/18 14:00,,0,Delta Air Lines,30.194,-97.67,185.87,2045.08705
499379-5b841dc5f5444ca5bba61ec76df72410,RNO,indianapolis,IND,1,TRUE,2023/6/18 9:00,2023/6/19 9:00,0,Southwest Airlines,39.717,-86.294,499.23,2850.858518
499751-f8130f5ea60b476aa29972b340382477,YVR,el paso,ELP,1,TRUE,2023/7/27 7:00,2023/7/28 7:00,1,KLM Royal Dutch Airlines,31.849,-106.38,418.89,2383.611532
499751-f7f2c3c7fb024814b32933cd3d6a05f3,YVR,washington,DCA,1,TRUE,2023/4/16 7:00,2023/4/18 7:00,1,American Airlines,38.852,-77.037,734.33,3798.903953
499751-86a2fe96f4364cf5ba5202e52c48a1a6,YVR,los angeles,LAX,1,TRUE,2023/1/16 10:00,2023/1/19 10:00,2,American Airlines,33.942,-118.408,315.71,1741.021947
501708-9ae23dbbaedd4c3eafd97c729c79f05f,YHU,macau,MFM,1,TRUE,2023/10/25 7:00,2023/11/8 7:00,1,Air Macau,22.149,113.591,2078.23,12457.61149
501708-9ae23dbbaedd4c3eafd97c729c79f05f,YHU,macau,MFM,1,TRUE,2023/10/25 7:00,2023/11/8 7:00,1,Air Macau,22.149,113.591,2078.23,12457.61149
502145-65e8a749e60949eeaeb4908d77227e34,BWI,san jose,SJO,2,TRUE,2023/3/8 7:00,2023/3/13 7:00,1,Avianca - Aerovias Nacionales de Colombia,37.362,-121.929,1374.67,3915.203237
502145-765bb873ce034f5bbd5fb03db1bcd5aa,BWI,san francisco,SFO,1,TRUE,2023/1/29 10:00,2023/1/31 10:00,1,United Airlines,37.619,-122.375,699.41,3944.386929
502145-33b676b8733940948895c6a0047c1cda,BWI,los angeles,LAX,1,TRUE,2023/5/23 12:00,2023/5/27 12:00,1,JetBlue Airways,33.942,-118.408,713.32,3739.962691
502145-b3a07e9e54454ad7bf17f24418888295,BWI,detroit,DET,1,TRUE,2023/2/8 7:00,2023/2/11 7:00,0,United Airlines,42.409,-83.01,107.51,643.4213882
502847-30db5b6c57c946c5a6abae540b822eb7,GRR,austin,AUS,1,TRUE,2023/4/3 16:00,2023/4/6 16:00,1,United Airlines,30.194,-97.67,315.17,1775.820795
502847-6c776e352fa24591b3b1d1101d584193,GRR,los angeles,LAX,1,TRUE,2023/1/25 7:00,2023/1/28 7:00,0,Alaska Airlines,33.942,-118.408,550.55,3010.140235
502847-76e8cad10df540c2bb8ec667cb669739,GRR,new york,LGA,1,TRUE,2023/5/13 7:00,2023/5/17 7:00,1,Delta Air Lines,40.64,-73.779,175.81,1004.526291
