trip_id,user_id,destination_airport,destination_airport_lat,destination_airport_lon
536469-9a8c361b9b5f4b438298cc734db57a83,536469,IAD,38.852,-77.037
542605-5f5700165bf8416ca284563670aa951e,542605,LGA,40.64,-73.779
343928-55c912a770414590aa62329c2f9bc797,343928,SGN,10.82,106.662
487637-d7f130853d6a472091b1779490a10b50,487637,YYC,51.114,-114.02
498574-25fbe822183f45f892691b4eabb94ef0,498574,HOU,29.607,-95.159
437251-3f16b9a74bd24b8f9abcf18658326caa,437251,SJI,37.362,-121.929
564616-9742f0185b854fbe9de95d5d0e3d2c4a,564616,MKE,42.947,-87.896
545936-2a993ff9d06e4018adb88d927498b731,545936,LAX,33.942,-118.408
523228-3835fbf1b2d14613a6fceb67a9dba60e,523228,YYC,51.114,-114.02
584030-231d122ac88945e789d9de5330abc9de,584030,SFO,37.619,-122.375
689624-04e9f2c99d4640bb89cc02ee384e8265,689624,LAX,33.942,-118.408
536951-f0c8776afe654997ac5d2fc5adb6408f,536951,YYZ,43.862,-79.37
522513-48c2ca8ad75c4979bf28d4d08427aeeb,522513,YZD,43.862,-79.37
561846-51df52324fa744739999e4d969f6e865,561846,DCA,38.852,-77.037
527142-e41454f62d2a4868813927d99dcc168d,527142,YUL,45.517,-73.417
564204-098056d9d50c4435b52d5c1e4fca8b37,564204,YED,53.667,-113.467
379543-1b0fde63841340039a91e4fdc19287ad,379543,NZY,32.699,-117.215
555310-722089a0d14f46139959c59ca27a24e7,555310,IND,39.717,-86.294
544818-4f9373bd76be4496b84c97d30d1e4335,544818,CMH,39.998,-82.892
599065-032fefb036034ccf855417a2989d7a6d,599065,SKF,29.529,-98.279
519799-5605c1fb9ce045b89a55de1a34f3c959,519799,LAX,33.942,-118.408
542153-98a030cdc4424950bb4809d5f1f0e4e9,542153,LGA,40.64,-73.779
642786-9ad568d7fe154f0ea3be11bd0bc7cdc0,642786,PNE,39.872,-75.241
505414-48b71a47cdc34a1d87ce499183b76a09,505414,LUF,33.535,-112.383
519137-f9aa897856104fa39d7970dd058a1fea,519137,PHL,39.872,-75.241
540029-e2a8362a73454f35b668a9953547c5bd,540029,AYT,36.901,30.792
535495-0c73f52a11af4dc1bd334e8d532bcbf6,535495,YTZ,43.862,-79.37
621607-f4c7414041274c80897c4d6422222877,621607,JFK,40.64,-73.779
575677-d5b3eadcf78548c7a120bb6df0de89ac,575677,MEM,35.042,-89.977
493409-437b41e83fd9464bba77b4074b3d1219,493409,UGN,41.786,-87.752
550077-0479a60451aa458e84cb38bd42f501e8,550077,YTZ,43.862,-79.37
512587-82e28c215e744e2cbb11ecaeedd90ef9,512587,YHM,43.173,-79.935
622293-4351742b4d0440a9b161a3a3fba20994,622293,LGA,40.64,-73.779
595087-233a47b656e44de38527bca31b3a05aa,595087,LSV,36.08,-115.152
513582-cf698dff4dc3424c859466d1faeb2782,513582,YTZ,43.862,-79.37
564100-609b30100d034b1194b380b8f8a0a561,564100,YKZ,43.862,-79.37
438189-49c0215520cc49469651c54747178889,438189,HOU,29.607,-95.159
520885-cba8ca6868cc438aaf2ad120159160fd,520885,PHX,33.535,-112.383
525281-641afd98aa8b4e918318c4c55255b7cb,525281,HLZ,43.173,-79.935
625030-d4f9b20ecca346b49f1ee1daaf4bdb54,625030,JFK,40.64,-73.779
632988-0c5cbfd1325640588ea51db929349472,632988,YXD,53.667,-113.467
519532-55698a9d9e23460cb236fca581b9ec56,519532,MKE,42.947,-87.896
528906-c5a83f371709484f98c133cceeda1812,528906,JFK,40.64,-73.779
519079-51d2d06e2f504ef88c49203719ee4423,519079,LGA,40.64,-73.779
515639-9f03ce5c24824b47b546856c4e83a088,515639,CLT,35.214,-80.943
445351-fe7e325381d2464e96c46de7ec7088df,445351,LSQ,33.942,-118.408
536764-70718c091f044cce8bda4c546be3ce70,536764,ORD,41.786,-87.752
519117-a072743a52cc4f989c37014fe37a0d6b,519117,PHX,33.535,-112.383
521343-160630e9eda24c0b8bfee461fbd530cf,521343,JFK,40.64,-73.779
542937-eb1e770577b741d6817f44ebf2374e65,542937,BOS,42.364,-71.005
796032-8459cde1a86d4e459b21426b04208c12,796032,YOW,45.323,-75.669
509421-231423b401c84e999eb56675a6995dee,509421,MAD,40.472,-3.561
541931-3b3c7b5fb7e342e1bad53ae37bf2175e,541931,JFK,40.64,-73.779
521883-733dd752d8514c8a9f3e880da73fb617,521883,LGA,40.64,-73.779
518533-7ab2f66c451348709141dcccf19567f4,518533,LRF,30.494,-81.688
389662-cc2f628d3d3a49d48c1606f8b86706ae,389662,YYC,51.114,-114.02
600690-2645cb6dc2ef4d048e2db9ec381bf93c,600690,YVR,49.195,-123.182
511665-c42feca2cc444f59addc64ae0f980c43,511665,LAX,33.942,-118.408
586312-2795af3083c14151a81027a2c396bd06,586312,YVR,49.195,-123.182
565718-06d65ce3a47d435b9c22bc793826a5e9,565718,LAX,33.942,-118.408
569754-c98ad09e50c948be890e2b0da1bf160c,569754,YUL,45.517,-73.417
420648-b8c7b320e5504154814f892437a87ab7,420648,BWI,39.175,-76.668
512377-acf089357a6b497d91eda34bb532578d,512377,DCA,38.852,-77.037
568605-f35b85a624c5442c9a54526a8e17e3f3,568605,LCY,43.036,-81.154
526492-1827695f24aa414f9d3b7329f773e497,526492,LSV,36.08,-115.152
616992-8032687e9b81462aaa900a3a49175dd6,616992,LGA,40.64,-73.779
503418-5c80837dcaf644aa907625b21483ec41,503418,ORD,41.786,-87.752
513242-88188c3cd96c4ffab5107c1e559ddd8d,513242,ELP,31.849,-106.38
511142-643444b303a14641bdd2122d8994956e,511142,MDW,41.786,-87.752
543666-186c9507f10a4a98bed660b9602b9798,543666,DAL,32.847,-96.852
508940-0255d1c30a124188817588fc46a14610,508940,SFO,37.619,-122.375
473343-c917a2755bd4458f875411c0652caa3e,473343,FTW,32.82,-97.362
497042-fa163de72e234eaf9c9bc8b477fbf66a,497042,RND,29.529,-98.279
632475-791c7c6caa464b989b78f7b820b32fdd,632475,BKK,13.912,100.607
531987-e9763c1a185d41edb57afc037d62bbba,531987,YKZ,43.862,-79.37
560065-f1e49fd4796148838ae5fb12760b1e5d,560065,ORD,41.786,-87.752
545290-363e8b58c2114aa0a5ca8dd4c2abf2c6,545290,EFD,29.607,-95.159
498287-8304a83760cb4dbe9ccf6be20a9bed16,498287,NZY,32.699,-117.215
579307-c576be2117184c6e8f61c53c15b4f538,579307,FTW,32.82,-97.362
551023-d181e35919724381a439ded7834ee269,551023,JFK,40.64,-73.779
541162-f10ac74705f3408f8811ac46d34b6361,541162,SJC,37.362,-121.929
545446-3cd2fb5982d343ce9bce5b19161b3fe1,545446,JFK,40.64,-73.779
511017-e6dbb1acf7ef4768b374ce836099ca80,511017,SEA,47.53,-122.302
515908-9f45d2a7fcac4f0a9172a262ec8d8517,515908,CLT,35.214,-80.943
507036-92709348096e45ab87c14cea1ec96957,507036,DEN,39.858,-104.667
516301-1382af0c33f14e1c97b17996cd4bc73b,516301,LGA,40.64,-73.779
548672-0ba1247581a14d1db7c1a7907c38953a,548672,SJO,37.362,-121.929
513796-542b2ad92ccf4ae2be6215bdf266c64e,513796,JFK,40.64,-73.779
534793-d3d3aaf63150452bbc17b5beef609ba3,534793,JFK,40.64,-73.779
536810-338a7a4188384756893077da0ea00b61,536810,MEM,35.042,-89.977
529421-251dcc1f164b44aeb497f450ad5092c2,529421,IAH,29.607,-95.159
525844-6ec94a9f7db84454b9f70cbd5a116c3e,525844,LGA,40.64,-73.779
502353-cc194d8503254f55b6b179c151f01234,502353,CLT,35.214,-80.943
542015-1effbac2b1f24bc8958a0c1c800dc7c7,542015,DEN,39.858,-104.667
539315-3756aac43635449ca6c79a4d987d06a1,539315,LGA,40.64,-73.779
590471-9721a83a448d4f0ab7d55a8c76b804ca,590471,FAT,36.776,-119.718
540572-927aa92282f34969b7e27f14e5a7a516,540572,SEA,47.53,-122.302
668677-746df06ec099404e82a2d70b9f1c4207,668677,BWI,39.175,-76.668
535024-9c94962120534c16ad41e576e9a70097,535024,FAT,36.776,-119.718
511066-66f813451be44f10a333b63952e42d5a,511066,DEN,39.858,-104.667
490133-9cf6212b2d84430cb2d43a2bfaf1bae4,490133,LGA,40.64,-73.779
551359-22456d287c0443f694b470592c53a60d,551359,IND,39.717,-86.294
635300-df9bd53de1b14a5e9f49faf85ddbc6d4,635300,LAX,33.942,-118.408
606094-1d7b53ddd4bd45cbb1944e1fb75def6a,606094,YUL,45.517,-73.417
501794-1eabaa8793b140dd95896c49d7467c49,501794,RND,29.529,-98.279
674375-01d3775fcdf24535a2da057dcbdc8220,674375,SAT,29.529,-98.279
522745-99bec966955d4f06b73cb49638605be2,522745,DTW,42.409,-83.01
559148-239b0e00305640429751b97a79b31887,559148,LOU,38.228,-85.664
572538-7d1a1498571f42f5b719d6530da1c5de,572538,YUL,45.517,-73.417
546688-36e244f2c97a4eb1a635f42892e59972,546688,IND,39.717,-86.294
494704-922e52b840d9445d8cb9e77a916f9c84,494704,YOW,45.323,-75.669
587304-1c0316a0ded34da186a47ae990d2d68e,587304,YZD,43.862,-79.37
533755-6efbed4bd76c4fb9ab7d263d4bb8ca5a,533755,CPT,-33.965,18.602
571560-ca914846959d4e388be9819525728c8e,571560,LAS,36.08,-115.152
471935-0faacd3bd4094937a97ee4cac0770bd5,471935,LSQ,33.942,-118.408
637457-9c6bce5d16ab42259215e1d6af3d010e,637457,PNE,39.872,-75.241
510558-91a82d2a6f624fbaa7cb7c0385e49d96,510558,VCE,45.505,12.352
542142-1f430599b26d41809856de2ea60ef674,542142,PWM,45.589,-122.597
572290-06a65314cf4b4d6b8ed0717e067be63c,572290,SEA,47.53,-122.302
515727-4be3015329364022ae376e6c27255f9c,515727,MKE,42.947,-87.896
519430-165daae1bbb844fbbc9b84513ffb1aef,519430,DAL,32.847,-96.852
542366-7f8afcd426c043bfa75859053019aa66,542366,DET,42.409,-83.01
714166-fed641ca588346e88d051501c9095ea9,714166,YUL,45.517,-73.417
566861-0802ae9b6dd34dfb90f5d85705cfa04f,566861,YTZ,43.862,-79.37
559834-f07fecbb8fa144d28644ff7eafd117ac,559834,YTZ,43.862,-79.37
607028-aaf0d40d6f20426db23de3e0ea4f4ef2,607028,LGA,40.64,-73.779
641364-42cbc3c3819a4821a8511427fc7f5419,641364,YYC,51.114,-114.02
616718-1970fbf00403439c984a30ef03432a63,616718,LAX,33.942,-118.408
537904-ba0f0f548a8043178a70f635aa6c9ab9,537904,NCA,30.494,-81.688
512826-a5816ed2438c473f9ce0010e4b710f8a,512826,LAX,33.942,-118.408
522118-2138f1843e814ee7884152daa0f1e21a,522118,YHM,43.173,-79.935
511535-6b68558341d3480bae4ce33950355153,511535,JFK,40.64,-73.779
521814-a718d90d8448407ebf54d26c6bc3ce59,521814,MKE,42.947,-87.896
498154-44ba97f1676e4de3b2f3c1ba1bdd313d,498154,LAX,33.942,-118.408
538608-f8db2be3faa442a88e0e16b5217b10a2,538608,OKC,35.393,-97.601
551023-31d0901250414c32be62dc176d76bd68,551023,LGA,40.64,-73.779
546882-a990403550864fc99be08fcd62485994,546882,JHB,1.641,103.669
538112-b2876f3ba15f47349a2c5316a17ac46e,538112,IND,39.717,-86.294
620033-8462fa463ad1416f9d461ef25dc5443d,620033,DAL,32.847,-96.852
522441-edd779b7a0a54ff88df6cd6e529ad3dd,522441,YYC,51.114,-114.02
569243-04556e27e9b14f0e8f2e3fa9f801298d,569243,LUF,33.535,-112.383
574467-e2b9a33bf7ef4137911091d18d9c5901,574467,EFD,29.607,-95.159
510164-7de8187d0869416798f14e58a3615feb,510164,LAX,33.942,-118.408
515243-1989f68da52b493e9404c57e7881890b,515243,JFK,40.64,-73.779
513216-cec251c9cf314935837d03738cb3c36a,513216,UGN,41.786,-87.752
585882-09e07bfd1a264ba6842d11c18d67cd7d,585882,AUS,30.194,-97.67
510494-62880987a3294b2b9ade6a2470a90cce,510494,JFK,40.64,-73.779
636078-fd8b2e6b18a44e2a964233b844af8981,636078,HLZ,43.173,-79.935
581721-5b4b2102655e4a0f8a9c63f16e27c1df,581721,LUF,33.535,-112.383
508240-4d33dc38caa94555a941aaec9b9b5f64,508240,DAL,32.847,-96.852
540147-efb6e35e47de4e9796f9d712f3868333,540147,JFK,40.64,-73.779
548504-81aa8d79556d4bb781fb2ac10e43add1,548504,LGA,40.64,-73.779
546072-9f04cb31369d45e0ac4fb72f76c63f03,546072,LSQ,33.942,-118.408
527150-c3392442ffbd4bf691d02af2bb532092,527150,LSQ,33.942,-118.408
509411-50752bf4375749fc85090b83db5a47e7,509411,YKZ,43.862,-79.37
567478-8edaad1e2f0345f4af46f70490e393b6,567478,PNE,39.872,-75.241
691546-2947793686184d43a371983cc2a5d644,691546,LGA,40.64,-73.779
491182-cb6b512b25054221b85e7006f38ef602,491182,AUS,30.194,-97.67
510580-06dd31d37d584bc6b466a66d176953f3,510580,LUF,33.535,-112.383
559794-268cd73eb7ba4965996042c0c8014d11,559794,YZD,43.862,-79.37
510270-a31554ebcf6240bc8933ba4e502dd2cd,510270,BIF,31.849,-106.38
527141-c1effa8a2cf642aa8886cf4cb056f4d2,527141,JFK,40.64,-73.779
659162-c9aff5e974d94360b902dada4642fccf,659162,DCA,38.852,-77.037
528378-8cb4dbf295f64e1dac0640f4a58dad70,528378,LAX,33.942,-118.408
551600-6a363091395d4bf5a1dd3fbab70a05a8,551600,DAL,32.847,-96.852
517105-3829f45198e643bd8715161541ff0aa1,517105,IAD,38.852,-77.037
586631-477a074c4b1845ea91ebb275ea83ef9d,586631,LGA,40.64,-73.779
547100-c11a039eff2348da975f7f853f138d6f,547100,HKG,22.309,113.914
630609-bc0a15afbe054d0cbd43693bbae383ba,630609,LAX,33.942,-118.408
519254-29a765550812444da2ba41a45838cddc,519254,EFD,29.607,-95.159
531427-c52862aad36749eb83b488cf590548cd,531427,YYC,51.114,-114.02
527038-5a1483d827bb4f18990588bf8d21720f,527038,YOW,45.323,-75.669
553984-99a6787fcf1d445fb0d4d818ac4099d2,553984,FAT,36.776,-119.718
523474-819aadf40fd54e938ab7cfd6513774b6,523474,BNA,36.124,-86.678
578824-f00817aa36394f3d8007ccf005b89fbb,578824,HLZ,43.173,-79.935
720819-6fd3a92746354773afc8c88e6e175c23,720819,YAV,50.056,-97.032
528122-d58ec81e2ab44005a973f08d89905550,528122,MEM,35.042,-89.977
617878-c6881ccad0cc4a11a33dbc31a78f717b,617878,ELP,31.849,-106.38
525615-a9d23af438cd45afaf05bd4dac766760,525615,UGN,41.786,-87.752
535795-fa004cda4e5440fbae925d0908f6a9e6,535795,CLT,35.214,-80.943
591888-e040eeef99ee4508a1605b55cca96ac1,591888,MEM,35.042,-89.977
590040-73e92c3d19b247dc8b16bf98b4ca2d3c,590040,CLT,35.214,-80.943
595414-7e0d7bd8f8c8479e90503cab5e62ac64,595414,YYZ,43.862,-79.37
591381-b7672892570b48628d77782c7cafcb52,591381,MEM,35.042,-89.977
478801-52a7714b8a134834a00e0f474638a4a6,478801,YYZ,43.862,-79.37
510326-257d58947fab4f9bad8fe72bbdc1447e,510326,YHU,45.517,-73.417
543385-a7e3fcf85efd4eeea3f40590f36d8ea5,543385,YVR,49.195,-123.182
515985-d879e9a13a1848eea90399b70015ae2f,515985,HLZ,43.173,-79.935
566881-f2cc6ca3acab4e49bcacdb9aeb1bccdf,566881,YYC,51.114,-114.02
504859-7155f2f2938d438bb1a2e151d6f0654d,504859,FTW,32.82,-97.362
570346-7c1e29a75fd247da8dcb548b299776c3,570346,SAN,32.699,-117.215
686509-28fcf5a944b24337985f60a51f3138db,686509,LCK,39.998,-82.892
592035-68fd1072eb62483f974558343274ab9f,592035,LOU,38.228,-85.664
553568-f914791de5c444fb8e64d2f6b998d4b4,553568,DMA,32.166,-110.883
515974-cd64beb032824d639ff2904aee6000de,515974,DCA,38.852,-77.037
582828-dcf41370887745728c45178a64921508,582828,YED,53.667,-113.467
510822-c0590b256c784e57b5866df28aa5b8b0,510822,CMH,39.998,-82.892
555648-ae37690434514567ac3c4486298f25f9,555648,NIP,30.494,-81.688
524251-43a3a96343cb450d8c350ef31396956c,524251,BNA,36.124,-86.678
457468-c77692d28b8f41638b08ee588ead111c,457468,LSQ,33.942,-118.408
563482-31f0c3a8f8ba478993d74b631736ff00,563482,LSQ,33.942,-118.408
531557-e30ee94e7435447c9998f0db17817de1,531557,JFK,40.64,-73.779
514980-538ed48bfd4140bd86bed82d8667bee7,514980,YYZ,43.862,-79.37
498357-4849fff389fd4870be050e9c62a477b4,498357,SJC,37.362,-121.929
521192-62f364623dd04c7a9881fc66def0462d,521192,ELP,31.849,-106.38
667929-503d9fd881824d77b58965ae9804917b,667929,HLZ,43.173,-79.935
535878-3e738be806f840149c08f6e0eeae3d7c,535878,BWI,39.175,-76.668
204943-c25cba66042a4eedbd104c03b8f560ac,204943,SVZ,29.529,-98.279
549357-a3bfa0011f4940d9afa5f1f270ae2169,549357,OKC,35.393,-97.601
593020-f7c472e909b94474a5f68ae3442a58a1,593020,LUF,33.535,-112.383
556015-bf099377c16d458bac27fd7773b0a7f0,556015,LGA,40.64,-73.779
584034-ed09f049e7fa4d2ab5bcd693002bb3ba,584034,UGN,41.786,-87.752
573153-2d717d45c01f4970852a58756068414f,573153,FTW,32.82,-97.362
574513-cdbaea48f5144e9a8ce32f6eaad07545,574513,PNE,39.872,-75.241
526239-355b7c06d9b1427dbff9cb681591dbc9,526239,YZD,43.862,-79.37
504371-41c3f1d6739d4b7981a0d68ce8d0e11b,504371,SHA,31.198,121.336
517142-e1a3c894b02f4829a7a0f3532cc3e3cf,517142,SAN,32.699,-117.215
502626-0e47891246a94e0a918436c7c6ac19ea,502626,IAH,29.607,-95.159
597510-66924d61ade3403b8b1a549e34ce8f30,597510,FAT,36.776,-119.718
572992-0f52d0fe33834c51ad0d10277fbef5a0,572992,ORD,41.786,-87.752
565935-0cee94fe01134cc79c0659ad0a3567b3,565935,LAX,33.942,-118.408
522233-d681ac7a2a4e40e292f86e62674fb299,522233,DAL,32.847,-96.852
539010-f1785f6557394f3e9e09121954506d95,539010,IND,39.717,-86.294
544207-83e8f874a9264c969a80fa1c47ee8856,544207,FTW,32.82,-97.362
531467-e2ce42785562499389644d6233b7e8af,531467,YUL,45.517,-73.417
561994-3916f8bfc9244361a58df48018ecb86c,561994,LGA,40.64,-73.779
513381-ceb930505a9140d2aa59c7ebb04d0898,513381,PWM,45.589,-122.597
581901-58d55a8e1d9447959394e2a48013710d,581901,LUF,33.535,-112.383
418488-73110a3eb5f74ae1890ccae7ad946bb3,418488,SFO,37.619,-122.375
553607-085330f2c2d14d8297c433e063fbf7dd,553607,LSQ,33.942,-118.408
659744-230455ce51df4e81bcca9289e28ff7e3,659744,YYC,51.114,-114.02
514133-84a560ae066e41adb76f51e12e686754,514133,SJC,37.362,-121.929
597954-2451205bb61d4b13bcd4491951fd17ea,597954,YTZ,43.862,-79.37
542080-3090acce00394ca6b97653e03a60885e,542080,YUL,45.517,-73.417
516806-47549b3e9e3144f1addf98fbd31e5d50,516806,PHX,33.535,-112.383
545317-1263487138ad48909e5f8129690824cc,545317,YHU,45.517,-73.417
559936-4766da1332a1437580f17b1c2d0a1fc5,559936,BWI,39.175,-76.668
576677-ffad2ed5b4dc4d61b7a4c020c807c3fd,576677,YOW,45.323,-75.669
511331-2233b078b5664a188c7ec926207b91d0,511331,MEM,35.042,-89.977
609167-bcb6038426d640e889b4153203bff7a7,609167,NZY,32.699,-117.215
604388-084efd26fa4d4dcbb7dcf383329d65d3,604388,SAN,32.699,-117.215
530950-2b4032fdb1b7461391b9464d7267c33c,530950,LGA,40.64,-73.779
493177-4b3a2530ed44465fb550886c37b6dff5,493177,EFD,29.607,-95.159
528028-a8d345beb3aa4b64bb03489ba5fcba79,528028,YYC,51.114,-114.02
508829-e08436857e2f4dc5b94b432404989e29,508829,BKK,13.912,100.607
647674-b4d96a4553ce49f8985dadcd5d707173,647674,YTZ,43.862,-79.37
543306-7f0628de918a45efb6484231a6830094,543306,MDW,41.786,-87.752
565459-dac749aaf31f48f780b597100aa90149,565459,LSQ,33.942,-118.408
558513-063f70466b4b415a9dd0b299263f374b,558513,JFK,40.64,-73.779
518896-529780a3f1cf4209a432839da2003679,518896,SFO,37.619,-122.375
689037-c8308f028cd44feab22f1edbc8aa0f8d,689037,YXD,53.667,-113.467
554413-2010462e29414e24837bad0f7a2ea261,554413,YWG,50.056,-97.032
480690-d3d7e67d14d84c919f7401f188bf76b0,480690,LSQ,33.942,-118.408
515421-75ccafac513b426d838f90ca9e7c22cc,515421,UGN,41.786,-87.752
560991-8754972474fb40b0a5d651cdbde989d6,560991,JFK,40.64,-73.779
570945-2270420852824d06b961e80a28f4384b,570945,MEM,35.042,-89.977
620274-1e258847ec474c878032623494ad4b7a,620274,DAL,32.847,-96.852
567849-24f075446a5a4618ab49df0a628b3b18,567849,NCA,30.494,-81.688
606930-8d79b3ec439d422fb8d2c076ee2f78b9,606930,YWG,50.056,-97.032
552613-a75a06dc7e0b4f74adbca56b71043117,552613,YWG,50.056,-97.032
554885-216a5e0282bb46cf82bb819c45511a59,554885,UGN,41.786,-87.752
513659-e860afe98af04f729e4f6856145b916e,513659,AUS,30.194,-97.67
547951-7b4d6b050d4140859a83e74ce97d8bc3,547951,AUS,30.194,-97.67
534564-f97f91c22b95485f80242663e9c75173,534564,ORD,41.786,-87.752
609413-33a261d0deac421f8fad5ecfed528ecc,609413,YKZ,43.862,-79.37
514342-541a624c6ded4f71a6c9786325f38971,514342,YHU,45.517,-73.417
593350-fa9ecdfc52854649bc2d8c687b13d472,593350,NZY,32.699,-117.215
515139-b83099209d3a48efbf0e3fb3ef1ec878,515139,PHX,33.535,-112.383
549623-12ba559f07104decbb6b1ce654c3df58,549623,PNE,39.872,-75.241
560245-4ef60245e98f4144acc2788dd5ab2922,560245,PHL,39.872,-75.241
521743-eb1bde149b5f4e08ac66ab2cb761de18,521743,JFK,40.64,-73.779
516006-187d0a03640247be8a7ce8d0ba5f8676,516006,EFD,29.607,-95.159
545011-0fcd744eeeee4d71aaaff008f7174edd,545011,IAH,29.607,-95.159
614165-085db56b2dff4f39a9bd5c2727a958f6,614165,HOU,29.607,-95.159
570439-15442ab6ceed45489ebee54f649836f5,570439,UGN,41.786,-87.752
557036-b0f900adf869434cbf81f17dda021a49,557036,PRG,50.101,14.26
512888-ddfdbc02d89943038cea7e5d78452f49,512888,DAL,32.847,-96.852
514003-f4de56cf64f740759de430c5ecfd8d09,514003,LSQ,33.942,-118.408
571525-58170b8819f245c785bf5cba663c4178,571525,IND,39.717,-86.294
550317-aed5bd3ac4234ca4b79876d064a356ba,550317,ORD,41.786,-87.752
544254-4d320249bcd2497680628d475e788214,544254,SAN,32.699,-117.215
540244-c388b9c822824689a3c6798b29fe7ed9,540244,MKE,42.947,-87.896
506675-8fb13822bdc54f59b45d7e4988949388,506675,DAL,32.847,-96.852
577851-790c787b16d64c0dbab83f9e2ae7cff9,577851,ORD,41.786,-87.752
550711-2869e7d1f0cd4de1ab0c63bd74baf1b8,550711,YMX,45.517,-73.417
511805-59e476a09d7b4647a431ea6c6c21f69b,511805,SJO,37.362,-121.929
635861-cbefc7da0d18434382b278128b138722,635861,FAT,36.776,-119.718
601882-52f0c9b2f76d476f9e195f563c0e694b,601882,SJC,37.362,-121.929
562334-f9430ba194c8411c861c48cc08506b6a,562334,SAT,29.529,-98.279
519089-8762abb02aa142d0979c12eaa48fcbaf,519089,HOU,29.607,-95.159
538883-13c7ecc5da034f73b8acbf7adf5cdc2f,538883,YHM,43.173,-79.935
582828-77ee23ff91d84fcabf7b0b4dfb07c218,582828,YHM,43.173,-79.935
582333-e1c10429b8e44092a9d2eac4c1fadf38,582333,LSQ,33.942,-118.408
545249-028874be062f48688227b915d136ed37,545249,YXD,53.667,-113.467
569883-12ec72a33a7842c19fa9d34172fd7e64,569883,HOU,29.607,-95.159
506807-1ed9793d10da4dff94ba0b1917b26392,506807,SJI,37.362,-121.929
572428-bd8b26ad43d84a139fab9772d7622586,572428,YKZ,43.862,-79.37
523395-82b32f64376645429a5998f98ff67abd,523395,YEG,53.667,-113.467
521201-36e809c016bc41548ed6a6c6910c6e63,521201,YAV,50.056,-97.032
547512-8646c7929c384c059f3056e867f90db0,547512,YQB,46.788,-71.398
517549-f545eb5c5568497b839b737c42220799,517549,UGN,41.786,-87.752
531557-8dce773e50dc4f69b1d9d2805b21c13f,531557,YEG,53.667,-113.467
528580-a6442f0c81fe4cdda83229306552be6b,528580,SAN,32.699,-117.215
510494-105cf0fda0f543b497215c4a0d96c7f9,510494,YVR,49.195,-123.182
532361-a0024a6aa092419a867073969e1a72de,532361,PNE,39.872,-75.241
579804-c011572f77f44a37ae40b3ead7b94a21,579804,IND,39.717,-86.294
508946-e9768b7888654a2e9d169595971fa74f,508946,SJI,37.362,-121.929
512558-335fc1d4edf3484881b9d5a6f19007b8,512558,FAT,36.776,-119.718
563483-a7858a31fd354f11907006b065e006d7,563483,DTW,42.409,-83.01
549359-4cd71abe42774a898d0de1821226f691,549359,YQB,46.788,-71.398
501436-c6ca09e6bd2641f7a7eb6f413896f7ce,501436,DMA,32.166,-110.883
544008-6968af9eaff24eceac639d1b8a10554a,544008,CMH,39.998,-82.892
527451-cdcf44463f9b4cc19daba9b942037c98,527451,LGA,40.64,-73.779
546529-796003439ded4b0abfd50c36d24e43aa,546529,PHL,39.872,-75.241
532725-01b7aa1e25584f579a9dee8413cac970,532725,LAX,33.942,-118.408
523717-99fd282006864089a970247d883fcaf9,523717,YUL,45.517,-73.417
522585-17229a2337cd4abcad30a3183abe466b,522585,JFK,40.64,-73.779
509645-992834e365354e83a2926ddcaff17c0d,509645,JFK,40.64,-73.779
526084-367d9044d6b043b5a4378952ffe3e1d2,526084,SJC,37.362,-121.929
540180-7cc89c7919844f4298f95bc4c4113286,540180,SKF,29.529,-98.279
448154-07f8b513704b4b7f9f689cf15b0c0c7f,448154,FTW,32.82,-97.362
570945-ed49cb8f8b35422abae4d37ae92205d8,570945,YMX,45.517,-73.417
535686-e72301e4a394420c80aeef0d928bcba1,535686,LGA,40.64,-73.779
474261-69797f5e8efc493eb19be9bee9943d58,474261,YOW,45.323,-75.669
548967-a88fe3ef2f874bbb857c18046de39d38,548967,JFK,40.64,-73.779
570076-3f833786403d4277a0c3bb3eccdc3dc0,570076,CLT,35.214,-80.943
517150-38d635e5781444a4a97e5a17a3c72552,517150,DTW,42.409,-83.01
512826-a77055bf8f45430e9dc48a794536776f,512826,JFK,40.64,-73.779
714504-4d47709b84d84dfd989480dac7f37969,714504,JFK,40.64,-73.779
527346-0a0991eec27f4cf08d0db28d4ca7d22d,527346,PDX,45.589,-122.597
610395-da2cd9eac5504cf9aa03520086665a38,610395,LSQ,33.942,-118.408
567849-51b2a855a342473fb829dea91b113063,567849,LSQ,33.942,-118.408
636520-45880c1580474a108903fbead1ec71a2,636520,LUF,33.535,-112.383
511554-9a042afefcf847e48fdc4f3956927090,511554,YQB,46.788,-71.398
701565-ee8ae7171a834c6da1bfcb7e8d3e7c99,701565,CMH,39.998,-82.892
581086-1b57571403e84860adaa3dc76032543d,581086,BOS,42.364,-71.005
507273-932aa52d0fb24ba98dee70af377a6b7d,507273,SJC,37.362,-121.929
375751-307d2dcaa98640bf924263d83f0309e2,375751,PNE,39.872,-75.241
557118-adeac5ad72ef466fb9729b95d03f69d8,557118,SFO,37.619,-122.375
553139-d020f13bd719402681cbc068e300f519,553139,YOW,45.323,-75.669
552414-0875438c2ef84f27bf3cb9d85081175d,552414,CMH,39.998,-82.892
543968-04460895f11c475d9f0e40384d23eac4,543968,ORD,41.786,-87.752
592372-39b226aaab1044558bd89693bd628f45,592372,HKG,22.309,113.914
